School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate
629,Tolga State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,28140,30050,93.60%
1777,Toobanna State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1260,1454,86.70%
1777,Toobanna State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1730,1843,93.90%
1777,Toobanna State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,860,1132,76.00%
1777,Toobanna State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,563,662,85.00%
1777,Toobanna State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,519.5,576,90.20%
2179,Toogoolawah State High School,2015,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,22262,24667,90.30%
2179,Toogoolawah State High School,2016,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,23547,25849,91.10%
2179,Toogoolawah State High School,2017,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,22970.5,25307.5,90.80%
2179,Toogoolawah State High School,2018,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,26651,29256.5,91.10%
2179,Toogoolawah State High School,2019,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,23163,26016,89.00%
1069,Toogoolawah State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,16854,17798,94.70%
1069,Toogoolawah State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,15001,16255,92.30%
1069,Toogoolawah State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,14893.5,16613,89.60%
1069,Toogoolawah State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,15071.5,16969,88.80%
1069,Toogoolawah State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Somerset (R),Nanango,15847,17485,90.60%
2152,Toolooa State High School,2015,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,84747.5,95193,89.00%
2152,Toolooa State High School,2016,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,87198,97177,89.70%
2152,Toolooa State High School,2017,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,88174,97172,90.70%
2152,Toolooa State High School,2018,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,93059,102028,91.20%
2152,Toolooa State High School,2019,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,84858,95891.5,88.50%
13,Toowong State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,22706.5,23961,94.80%
13,Toowong State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,23553,24811,94.90%
13,Toowong State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,23585,25096,94.00%
13,Toowong State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,26496.5,28061,94.40%
13,Toowong State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,30731.5,33003,93.10%
499,Toowoomba East State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,73515,78223,94.00%
499,Toowoomba East State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,73757,78219,94.30%
499,Toowoomba East State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,71916.5,76517,94.00%
499,Toowoomba East State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,78798.5,83863.5,94.00%
499,Toowoomba East State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,76875,81344,94.50%
110,Toowoomba North State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,13085.5,14307,91.50%
110,Toowoomba North State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,13329,14480.5,92.00%
110,Toowoomba North State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,12295,13270.5,92.60%
110,Toowoomba North State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,12424,13665,90.90%
110,Toowoomba North State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,16989,18375,92.50%
2013,Toowoomba State High School,2015,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,74595.5,82757,90.10%
2013,Toowoomba State High School,2016,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,72850.5,80913,90.00%
2013,Toowoomba State High School,2017,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,68928,76328,90.30%
2013,Toowoomba State High School,2018,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,70378,80784.5,87.10%
2013,Toowoomba State High School,2019,State High School,Secondary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,69008,78531,87.90%
3032,Toowoomba West Special School,2015,Special School,Special,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,5132,5705,90.00%
3032,Toowoomba West Special School,2016,Special School,Special,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,4699.5,5581,84.20%
3032,Toowoomba West Special School,2017,Special School,Special,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,5298.5,6232,85.00%
3032,Toowoomba West Special School,2018,Special School,Special,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,6726.5,8035.5,83.70%
3032,Toowoomba West Special School,2019,Special School,Special,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,7371,8648,85.20%
522,Torbanlea State School,2015,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,35585.5,38937,91.40%
522,Torbanlea State School,2016,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,32939,35656,92.40%
522,Torbanlea State School,2017,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,30229.5,32589,92.80%
522,Torbanlea State School,2018,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,28165,30499.5,92.30%
522,Torbanlea State School,2019,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,23634.5,25892,91.30%
945,Torquay State School,2015,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Hervey Bay,42437,46269,91.70%
945,Torquay State School,2016,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Hervey Bay,43054.5,46712,92.20%
945,Torquay State School,2017,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Hervey Bay,40853,44696,91.40%
945,Torquay State School,2018,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Hervey Bay,38804,42897,90.50%
945,Torquay State School,2019,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Hervey Bay,35065.5,39047,89.80%
113,Townsville Central State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,22200.5,24537,90.50%
113,Townsville Central State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,22258.5,24441,91.10%
113,Townsville Central State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,20640.5,22755,90.70%
113,Townsville Central State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,20463.5,22506,90.90%
113,Townsville Central State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,19260,21676.5,88.90%
2376,Townsville Community Learning Centre - A State Special School,2015,Special School,Special,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,11806,13652,86.50%
2376,Townsville Community Learning Centre - A State Special School,2016,Special School,Special,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,13014,15434.5,84.30%
2376,Townsville Community Learning Centre - A State Special School,2017,Special School,Special,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,13699,16281.5,84.10%
2376,Townsville Community Learning Centre - A State Special School,2018,Special School,Special,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,14058.5,17148,82.00%
2376,Townsville Community Learning Centre - A State Special School,2019,Special School,Special,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,13256,16294,81.40%
303,Townsville South State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,10445,11452,91.20%
303,Townsville South State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,11571,12395,93.40%
303,Townsville South State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,11154,12028,92.70%
303,Townsville South State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,11557.5,12571,91.90%
303,Townsville South State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,11374.5,12407,91.70%
2100,Townsville State High School,2015,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,65863.5,74307,88.60%
2100,Townsville State High School,2016,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,59358.5,67400,88.10%
2100,Townsville State High School,2017,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,61797.5,70943,87.10%
2100,Townsville State High School,2018,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,66664,77709,85.80%
2100,Townsville State High School,2019,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,60453.5,70858.5,85.30%
498,Townsville West State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,9400,10471,89.80%
498,Townsville West State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,9375.5,10517,89.10%
498,Townsville West State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,9944,11179,89.00%
498,Townsville West State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,9345,10808,86.50%
498,Townsville West State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Townsville,8521.5,9940,85.70%
1203,Townview State School,2015,State School,Primary,Remote Australia,North Queensland,Mount Isa (C),Traeger,23157,27132,85.30%
1203,Townview State School,2016,State School,Primary,Remote Australia,North Queensland,Mount Isa (C),Traeger,22078,26371,83.70%
1203,Townview State School,2017,State School,Primary,Remote Australia,North Queensland,Mount Isa (C),Traeger,21611,25210,85.70%
1203,Townview State School,2018,State School,Primary,Remote Australia,North Queensland,Mount Isa (C),Traeger,18705.5,22392,83.50%
1203,Townview State School,2019,State School,Primary,Remote Australia,North Queensland,Mount Isa (C),Traeger,16351.5,20815,78.60%
1118,Trebonne State School,2015,State School,Primary,Remote Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1137.5,1171,97.10%
1118,Trebonne State School,2016,State School,Primary,Remote Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1686,1765,95.50%
1118,Trebonne State School,2017,State School,Primary,Remote Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1693.5,1831,92.50%
1118,Trebonne State School,2018,State School,Primary,Remote Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1318.5,1445,91.20%
1118,Trebonne State School,2019,State School,Primary,Remote Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,1326.5,1410,94.10%
420,Tresswell State School,2015,State School,Primary,Very Remote Australia,Central Queensland,Central Highlands (R),Gregory,539.5,576,93.70%
420,Tresswell State School,2016,State School,Primary,Very Remote Australia,Central Queensland,Central Highlands (R),Gregory,530,564,94.00%
420,Tresswell State School,2017,State School,Primary,Very Remote Australia,Central Queensland,Central Highlands (R),Gregory,169.5,196,86.50%
2057,Trinity Bay State High School,2015,State High School,Secondary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,144368,161231,89.50%
2057,Trinity Bay State High School,2016,State High School,Secondary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,140411,153919,91.20%
